,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,num_of_prev_attempts,studied_credits,disability,sum_clicks,mean_clicks,final_result
2465,BBB,2013B,2528966,F,North Western Region,A Level or Equivalent,10-20,1,120,Y,446.0,2.753086419753086,Pass
2466,BBB,2013B,2531031,F,East Anglian Region,Lower Than A Level,10-20,0,120,N,1865.0,4.153674832962138,Pass
2467,BBB,2013B,2534033,M,West Midlands Region,A Level or Equivalent,70-80%,1,60,Y,,,Withdrawn
2468,BBB,2013B,2535788,F,Yorkshire Region,A Level or Equivalent,10-20,2,60,N,1499.0,4.930921052631579,Fail
2469,BBB,2013B,2540362,F,North Western Region,HE Qualification,50-60%,0,120,N,315.0,2.2183098591549295,Fail
2470,BBB,2013B,2540746,F,West Midlands Region,Lower Than A Level,10-20,0,60,N,38.0,1.8095238095238095,Withdrawn
2471,BBB,2013B,2541120,F,South Region,A Level or Equivalent,30-40%,0,60,N,487.0,2.174107142857143,Distinction
2472,BBB,2013B,2553749,F,North Western Region,No Formal quals,0-10%,1,60,N,1540.0,4.173441734417344,Withdrawn
2473,BBB,2013B,2560219,F,East Anglian Region,Lower Than A Level,40-50%,0,90,N,239.0,2.6853932584269664,Fail
2474,BBB,2013B,2568958,F,Scotland,Lower Than A Level,40-50%,0,60,N,,,Fail
2475,BBB,2013B,2569163,F,Yorkshire Region,HE Qualification,40-50%,0,120,N,661.0,2.88646288209607,Distinction
2476,BBB,2013B,2570633,F,London Region,Lower Than A Level,30-40%,0,240,N,1.0,1.0,Withdrawn
2477,BBB,2013B,2571447,F,Ireland,Lower Than A Level,20-30%,0,60,N,229.0,3.0533333333333332,Fail
2478,BBB,2013B,2572118,F,London Region,Lower Than A Level,0-10%,0,150,N,74.0,1.3454545454545455,Fail
2479,BBB,2013B,2575914,F,North Region,Lower Than A Level,0-10%,3,60,Y,796.0,3.09727626459144,Withdrawn
2480,BBB,2013B,2578041,F,London Region,A Level or Equivalent,30-40%,0,300,N,,,Withdrawn
2481,BBB,2013B,2578567,F,East Midlands Region,Lower Than A Level,10-20,0,60,N,529.0,2.3721973094170403,Fail
2482,BBB,2013B,2579459,F,South West Region,Lower Than A Level,20-30%,0,60,N,653.0,2.1766666666666667,Distinction
2483,BBB,2013B,2580439,F,Wales,HE Qualification,10-20,0,120,N,334.0,2.0365853658536586,Pass
2484,BBB,2013B,2581528,F,South East Region,Lower Than A Level,40-50%,0,120,N,511.0,2.003921568627451,Pass
2485,BBB,2013B,2587260,F,South West Region,HE Qualification,40-50%,1,120,N,,,Withdrawn
2486,BBB,2013B,2591421,F,London Region,A Level or Equivalent,10-20,0,90,N,447.0,2.269035532994924,Withdrawn
2487,BBB,2013B,2597027,F,South West Region,A Level or Equivalent,40-50%,0,60,N,,,Withdrawn
2488,BBB,2013B,2598220,F,Yorkshire Region,A Level or Equivalent,10-20,0,120,N,2.0,1.0,Fail
2489,BBB,2013B,2602809,F,North Region,Lower Than A Level,60-70%,0,60,N,8660.0,6.889419252187748,Pass
2490,BBB,2013B,2608235,F,East Anglian Region,A Level or Equivalent,10-20,0,60,N,950.0,2.923076923076923,Pass
2491,BBB,2013B,2608453,F,Scotland,Lower Than A Level,30-40%,5,120,N,2176.0,4.440816326530612,Fail
2492,BBB,2013B,2612483,F,South Region,A Level or Equivalent,90-100%,0,60,N,417.0,2.2063492063492065,Distinction
2493,BBB,2013B,2616787,F,East Midlands Region,A Level or Equivalent,20-30%,0,90,Y,623.0,2.2572463768115942,Pass
2494,BBB,2013B,2617596,F,East Midlands Region,HE Qualification,80-90%,0,120,N,3652.0,3.677744209466264,Distinction
2495,BBB,2013B,2617650,F,South East Region,Lower Than A Level,70-80%,1,120,N,,,Withdrawn
2496,BBB,2013B,2617999,F,North Western Region,Lower Than A Level,10-20,0,180,N,1290.0,2.420262664165103,Pass
2497,BBB,2013B,2620178,M,South Region,Lower Than A Level,20-30%,0,60,N,473.0,2.2740384615384617,Distinction
2498,BBB,2013B,2622465,M,London Region,Lower Than A Level,20-30%,0,60,N,1827.0,2.1219512195121952,Pass
2499,BBB,2013B,2626410,F,Wales,A Level or Equivalent,40-50%,0,60,N,1081.0,2.8522427440633247,Withdrawn
2500,BBB,2013B,2635505,F,South Region,Lower Than A Level,20-30%,1,120,N,458.0,2.201923076923077,Pass
2501,BBB,2013B,2635829,F,Scotland,HE Qualification,90-100%,0,60,N,2443.0,3.140102827763496,Distinction
2502,BBB,2013B,2639611,F,Wales,A Level or Equivalent,90-100%,0,120,N,417.0,2.194736842105263,Pass
2503,BBB,2013B,2641393,F,East Midlands Region,HE Qualification,40-50%,0,120,N,1867.0,2.5575342465753423,Pass
2504,BBB,2013B,2642029,F,South Region,HE Qualification,70-80%,0,120,N,1067.0,2.464203233256351,Distinction
2505,BBB,2013B,2645061,F,South East Region,Lower Than A Level,80-90%,1,180,N,1401.0,2.9556962025316458,Pass
2506,BBB,2013B,2649947,F,London Region,A Level or Equivalent,20-30%,1,120,N,677.0,2.718875502008032,Pass
2507,BBB,2013B,2654302,M,West Midlands Region,A Level or Equivalent,70-80%,1,120,N,181.0,1.9052631578947368,Pass
2508,BBB,2013B,2654411,M,East Anglian Region,Lower Than A Level,90-100%,0,120,N,,,Fail
2509,BBB,2013B,2664301,F,South West Region,A Level or Equivalent,40-50%,0,120,N,51.0,2.125,Fail
2510,BBB,2013B,2680770,F,West Midlands Region,No Formal quals,10-20,0,60,N,251.0,2.040650406504065,Withdrawn
2511,BBB,2013B,2685831,F,Wales,No Formal quals,30-40%,0,60,N,840.0,2.4705882352941178,Pass
2512,BBB,2013B,2692381,F,North Western Region,Lower Than A Level,50-60%,3,180,N,,,Withdrawn
2513,BBB,2013B,2692384,M,Scotland,Lower Than A Level,50-60%,0,60,N,975.0,2.5657894736842106,Pass
2514,BBB,2013B,2693974,F,South West Region,HE Qualification,60-70%,0,60,N,,,Withdrawn
2515,BBB,2013J,23632,F,East Anglian Region,A Level or Equivalent,40-50%,0,60,N,,,Withdrawn
2516,BBB,2013J,23798,M,Wales,A Level or Equivalent,50-60%,0,60,N,590.0,1.9281045751633987,Distinction
2517,BBB,2013J,25629,F,Scotland,Lower Than A Level,20-30%,0,120,N,,,Withdrawn
2518,BBB,2013J,26677,M,West Midlands Region,A Level or Equivalent,0-10%,4,60,N,,,Withdrawn
2519,BBB,2013J,27457,F,South East Region,Lower Than A Level,40-50%,0,60,N,,,Withdrawn
2520,BBB,2013J,27759,M,North Western Region,Lower Than A Level,40-50%,0,120,Y,366.0,2.010989010989011,Fail
2521,BBB,2013J,30091,F,South West Region,A Level or Equivalent,10-20,0,60,Y,1332.0,3.883381924198251,Pass
2522,BBB,2013J,31014,F,West Midlands Region,Lower Than A Level,80-90%,0,120,N,531.0,3.0170454545454546,Withdrawn
2523,BBB,2013J,31849,F,South West Region,Lower Than A Level,60-70%,0,120,N,1179.0,3.23013698630137,Pass
2524,BBB,2013J,37622,F,Scotland,HE Qualification,80-90%,1,120,N,470.0,2.611111111111111,Pass
2525,BBB,2013J,38234,F,East Midlands Region,A Level or Equivalent,60-70%,0,60,N,94.0,2.292682926829268,Fail
2526,BBB,2013J,47855,F,Scotland,Lower Than A Level,10-20,3,300,N,12.0,1.5,Withdrawn
2527,BBB,2013J,48040,F,East Midlands Region,A Level or Equivalent,20-30%,0,120,N,1829.0,2.200962695547533,Pass
2528,BBB,2013J,48503,F,West Midlands Region,Lower Than A Level,10-20,0,60,N,434.0,2.5833333333333335,Pass
2529,BBB,2013J,51301,F,Wales,Lower Than A Level,30-40%,2,60,Y,670.0,2.576923076923077,Withdrawn
2530,BBB,2013J,52797,F,South West Region,Lower Than A Level,30-40%,1,60,N,1117.0,3.2852941176470587,Pass
2531,BBB,2013J,52899,F,East Midlands Region,Lower Than A Level,50-60%,1,90,N,1540.0,3.037475345167653,Pass
2532,BBB,2013J,53360,F,North Western Region,Lower Than A Level,10-20,1,120,N,22.0,2.0,Withdrawn
2533,BBB,2013J,54388,M,East Anglian Region,Lower Than A Level,0-10%,3,75,N,42.0,6.0,Withdrawn
2534,BBB,2013J,55026,F,London Region,A Level or Equivalent,20-30%,0,60,Y,283.0,2.3388429752066116,Pass
2535,BBB,2013J,56340,F,South Region,Lower Than A Level,20-30%,0,60,N,4.0,2.0,Fail
2536,BBB,2013J,56789,F,South East Region,A Level or Equivalent,60-70%,1,60,N,379.0,2.5099337748344372,Pass
2537,BBB,2013J,57079,F,London Region,Lower Than A Level,30-40%,0,60,N,776.0,2.2427745664739884,Fail
2538,BBB,2013J,57369,M,Ireland,Lower Than A Level,40-50%,0,60,N,,,Withdrawn
2539,BBB,2013J,61118,F,London Region,A Level or Equivalent,20-30%,0,180,N,,,Withdrawn
2540,BBB,2013J,63044,F,London Region,Lower Than A Level,20-30%,1,120,N,231.0,2.431578947368421,Fail
2541,BBB,2013J,64246,F,South East Region,Lower Than A Level,50-60%,0,120,N,,,Withdrawn
2542,BBB,2013J,65807,F,North Western Region,HE Qualification,10-20,1,120,N,,,Withdrawn
2543,BBB,2013J,67863,F,London Region,Lower Than A Level,10-20,1,60,N,,,Withdrawn
2544,BBB,2013J,68556,F,South East Region,HE Qualification,70-80%,0,60,N,98.0,1.849056603773585,Fail
2545,BBB,2013J,69843,F,South West Region,A Level or Equivalent,10-20,1,60,N,,,Withdrawn
2546,BBB,2013J,72057,F,Yorkshire Region,A Level or Equivalent,10-20,0,120,N,,,Withdrawn
2547,BBB,2013J,73489,F,South Region,HE Qualification,80-90%,0,120,N,1845.0,3.1755593803786577,Pass
2548,BBB,2013J,74169,M,East Anglian Region,A Level or Equivalent,70-80%,0,60,N,,,Withdrawn
2549,BBB,2013J,74585,F,Wales,A Level or Equivalent,60-70%,0,60,N,7811.0,6.558354324097397,Distinction
2550,BBB,2013J,78255,F,North Region,Lower Than A Level,0-10%,1,120,N,191.0,2.1954022988505746,Withdrawn
2551,BBB,2013J,80717,F,South West Region,Lower Than A Level,60-70%,0,60,N,3699.0,3.216521739130435,Distinction
2552,BBB,2013J,84812,F,East Anglian Region,A Level or Equivalent,80-90%,0,120,N,474.0,2.6187845303867405,Pass
2553,BBB,2013J,86291,F,Wales,HE Qualification,50-60%,1,60,N,128.0,2.56,Fail
2554,BBB,2013J,90243,F,Wales,HE Qualification,70-80%,0,60,N,1084.0,3.3769470404984423,Pass
2555,BBB,2013J,96475,M,South East Region,Lower Than A Level,60-70%,0,180,N,207.0,2.225806451612903,Pass
2556,BBB,2013J,97567,F,Wales,HE Qualification,70-80%,0,60,N,471.0,3.2708333333333335,Pass
2557,BBB,2013J,98268,F,Scotland,HE Qualification,70-80%,0,60,N,770.0,3.0555555555555554,Pass
2558,BBB,2013J,98720,F,London Region,Lower Than A Level,20-30%,0,60,Y,439.0,2.7961783439490446,Pass
2559,BBB,2013J,100282,F,Wales,Lower Than A Level,20-30%,1,120,N,42.0,2.625,Withdrawn
2560,BBB,2013J,105527,F,Scotland,HE Qualification,40-50%,0,120,N,993.0,2.5792207792207793,Pass
2561,BBB,2013J,105851,F,West Midlands Region,A Level or Equivalent,20-30%,0,60,Y,385.0,2.0588235294117645,Pass
2562,BBB,2013J,105883,F,North Western Region,A Level or Equivalent,0-10%,0,60,N,4022.0,3.8159392789373814,Pass
2563,BBB,2013J,106588,F,Scotland,A Level or Equivalent,60-70%,0,60,N,981.0,2.6021220159151195,Distinction
2564,BBB,2013J,108118,F,South Region,A Level or Equivalent,90-100%,0,60,N,396.0,3.09375,Pass
2565,BBB,2013J,108760,F,London Region,Lower Than A Level,30-40%,3,60,N,846.0,3.5397489539748954,Fail
2566,BBB,2013J,109372,F,South West Region,Lower Than A Level,,0,60,N,1450.0,2.9958677685950414,Pass
2567,BBB,2013J,109782,F,Scotland,A Level or Equivalent,50-60%,0,60,N,154.0,2.026315789473684,Withdrawn
2568,BBB,2013J,111942,F,South West Region,A Level or Equivalent,70-80%,0,120,N,1853.0,2.573611111111111,Pass
2569,BBB,2013J,119898,F,West Midlands Region,Lower Than A Level,30-40%,2,60,N,167.0,2.1139240506329116,Pass
2570,BBB,2013J,123716,M,North Region,Lower Than A Level,10-20,0,90,N,1068.0,2.106508875739645,Pass
2571,BBB,2013J,124909,M,Yorkshire Region,Lower Than A Level,40-50%,0,60,N,1520.0,2.0765027322404372,Pass
2572,BBB,2013J,125874,F,South East Region,Lower Than A Level,40-50%,0,60,Y,5.0,1.25,Withdrawn
2573,BBB,2013J,128386,M,South Region,Lower Than A Level,30-40%,0,60,N,66.0,1.9411764705882353,Fail
2574,BBB,2013J,128889,F,South Region,A Level or Equivalent,90-100%,1,120,N,9524.0,5.569590643274854,Pass
2575,BBB,2013J,131051,F,Scotland,Lower Than A Level,60-70%,3,60,N,999.0,2.08125,Pass
2576,BBB,2013J,132626,F,South Region,A Level or Equivalent,20-30%,0,60,N,480.0,2.6666666666666665,Withdrawn
2577,BBB,2013J,133269,F,West Midlands Region,Lower Than A Level,50-60%,0,60,Y,,,Withdrawn
2578,BBB,2013J,134563,F,Scotland,Lower Than A Level,20-30%,2,60,N,5183.0,4.790203327171904,Pass
2579,BBB,2013J,138289,F,East Midlands Region,Lower Than A Level,40-50%,0,60,N,575.0,2.79126213592233,Fail
2580,BBB,2013J,138920,F,Wales,Lower Than A Level,0-10%,1,60,N,437.0,2.78343949044586,Fail
2581,BBB,2013J,139549,F,Scotland,Lower Than A Level,40-50%,1,60,Y,286.0,2.4237288135593222,Pass
2582,BBB,2013J,141949,F,East Anglian Region,Lower Than A Level,20-30%,1,60,N,878.0,3.1134751773049647,Pass
2583,BBB,2013J,146165,F,Wales,A Level or Equivalent,40-50%,0,60,N,167.0,1.7578947368421052,Pass
2584,BBB,2013J,146600,F,Ireland,Lower Than A Level,80-90%,0,120,N,324.0,2.0636942675159236,Pass
2585,BBB,2013J,151800,F,Wales,Lower Than A Level,20-30%,0,60,N,85.0,2.8333333333333335,Fail
2586,BBB,2013J,151917,F,West Midlands Region,A Level or Equivalent,10-20,3,60,N,909.0,2.8055555555555554,Fail
2587,BBB,2013J,152867,F,South Region,A Level or Equivalent,50-60%,2,60,Y,28.0,1.8666666666666667,Withdrawn
2588,BBB,2013J,153704,F,West Midlands Region,Lower Than A Level,0-10%,2,60,N,165.0,1.683673469387755,Fail
2589,BBB,2013J,154011,F,South East Region,A Level or Equivalent,30-40%,0,60,N,681.0,2.9608695652173913,Pass
2590,BBB,2013J,154570,F,Scotland,Lower Than A Level,50-60%,1,60,N,12401.0,11.10205908683975,Withdrawn
2591,BBB,2013J,156311,F,London Region,A Level or Equivalent,80-90%,0,60,N,575.0,2.33739837398374,Pass
2592,BBB,2013J,156788,M,East Midlands Region,Lower Than A Level,30-40%,0,180,N,,,Withdrawn
2593,BBB,2013J,157060,F,East Midlands Region,Lower Than A Level,30-40%,0,60,N,302.0,2.287878787878788,Pass
2594,BBB,2013J,157795,M,Yorkshire Region,Lower Than A Level,80-90%,1,60,N,1519.0,2.802583025830258,Pass
2595,BBB,2013J,161491,F,Scotland,A Level or Equivalent,30-40%,0,120,N,970.0,3.356401384083045,Distinction
2596,BBB,2013J,162646,F,Scotland,Lower Than A Level,0-10%,1,60,N,,,Fail
2597,BBB,2013J,165823,F,Yorkshire Region,Lower Than A Level,10-20,0,60,N,74.0,1.6444444444444444,Withdrawn
2598,BBB,2013J,169213,F,London Region,A Level or Equivalent,30-40%,1,60,N,332.0,2.2133333333333334,Pass
2599,BBB,2013J,174222,F,South West Region,Lower Than A Level,80-90%,0,60,N,701.0,3.1155555555555554,Pass
2600,BBB,2013J,174440,F,Wales,Lower Than A Level,70-80%,0,60,N,196.0,2.6133333333333333,Fail
2601,BBB,2013J,174487,F,South Region,Lower Than A Level,10-20,1,60,N,434.0,2.5988023952095807,Pass
2602,BBB,2013J,178738,F,East Anglian Region,HE Qualification,70-80%,1,60,N,161.0,2.7758620689655173,Fail
2603,BBB,2013J,178963,M,South West Region,A Level or Equivalent,70-80%,0,120,Y,118.0,1.84375,Pass
2604,BBB,2013J,179254,F,South East Region,Lower Than A Level,30-40%,1,60,N,45.0,1.6666666666666667,Fail
2605,BBB,2013J,182661,F,South Region,Lower Than A Level,40-50%,3,60,N,26.0,3.7142857142857144,Pass
2606,BBB,2013J,184236,M,North Western Region,Lower Than A Level,0-10%,0,60,Y,,,Withdrawn
2607,BBB,2013J,184897,F,South Region,Lower Than A Level,20-30%,0,60,N,,,Withdrawn
2608,BBB,2013J,185597,F,East Anglian Region,Lower Than A Level,80-90%,0,90,N,,,Withdrawn
2609,BBB,2013J,188026,F,Wales,HE Qualification,90-100%,1,120,N,444.0,2.0,Fail
2610,BBB,2013J,189095,F,Scotland,Lower Than A Level,50-60%,1,60,N,904.0,3.095890410958904,Fail
2611,BBB,2013J,191269,F,East Anglian Region,Lower Than A Level,30-40%,0,60,N,886.0,2.1196172248803826,Pass
2612,BBB,2013J,193215,F,South East Region,A Level or Equivalent,30-40%,0,120,N,307.0,2.4959349593495936,Fail
2613,BBB,2013J,195096,F,Wales,A Level or Equivalent,10-20,0,60,N,411.0,2.197860962566845,Pass
2614,BBB,2013J,195938,F,West Midlands Region,A Level or Equivalent,40-50%,1,60,N,428.0,2.5476190476190474,Distinction
2615,BBB,2013J,197240,F,Yorkshire Region,A Level or Equivalent,30-40%,1,150,N,330.0,2.3741007194244603,Pass
2616,BBB,2013J,197412,F,North Western Region,A Level or Equivalent,10-20,0,60,N,716.0,3.126637554585153,Pass
2617,BBB,2013J,197759,F,South East Region,A Level or Equivalent,80-90%,0,60,N,1361.0,2.7494949494949497,Pass
2618,BBB,2013J,198339,F,South Region,Lower Than A Level,30-40%,1,60,Y,142.0,2.3278688524590163,Withdrawn
2619,BBB,2013J,199029,F,South Region,No Formal quals,90-100%,0,60,N,505.0,2.5,Distinction
2620,BBB,2013J,199663,M,London Region,Post Graduate Qualification,30-40%,0,60,N,403.0,2.9416058394160585,Pass
2621,BBB,2013J,202879,F,East Anglian Region,Lower Than A Level,30-40%,1,60,N,117.0,1.828125,Fail
2622,BBB,2013J,203640,M,Yorkshire Region,Lower Than A Level,70-80%,0,60,N,176.0,2.070588235294118,Pass
2623,BBB,2013J,205788,F,East Anglian Region,Lower Than A Level,40-50%,0,120,Y,1028.0,1.8522522522522522,Pass
2624,BBB,2013J,227416,M,South East Region,A Level or Equivalent,30-40%,0,60,N,93.0,3.0,Fail
2625,BBB,2013J,228243,M,London Region,A Level or Equivalent,10-20,0,120,N,,,Withdrawn
2626,BBB,2013J,228513,F,Ireland,HE Qualification,90-100%,2,180,N,,,Withdrawn
2627,BBB,2013J,230081,F,East Midlands Region,A Level or Equivalent,30-40%,0,120,N,727.0,2.0951008645533142,Pass
2628,BBB,2013J,231959,F,North Region,Lower Than A Level,20-30%,1,180,N,271.0,1.9496402877697843,Withdrawn
2629,BBB,2013J,233102,F,South East Region,Lower Than A Level,30-40%,0,240,N,,,Withdrawn
2630,BBB,2013J,233317,F,Yorkshire Region,HE Qualification,60-70%,1,60,N,1112.0,2.493273542600897,Pass
2631,BBB,2013J,233752,F,North Western Region,Lower Than A Level,60-70%,0,60,N,7769.0,4.4267806267806264,Pass
2632,BBB,2013J,233957,F,South Region,A Level or Equivalent,80-90%,0,60,N,414.0,3.066666666666667,Fail
2633,BBB,2013J,234929,F,Wales,HE Qualification,80-90%,1,60,N,422.0,2.511904761904762,Fail
2634,BBB,2013J,235258,F,Scotland,HE Qualification,30-40%,0,210,Y,15.0,1.6666666666666667,Withdrawn
2635,BBB,2013J,235428,M,London Region,Lower Than A Level,20-30%,0,150,N,,,Withdrawn
2636,BBB,2013J,238825,F,East Anglian Region,A Level or Equivalent,60-70%,0,60,N,,,Withdrawn
2637,BBB,2013J,240993,F,East Midlands Region,A Level or Equivalent,30-40%,0,60,Y,1246.0,2.122657580919932,Pass
2638,BBB,2013J,241338,F,South West Region,Lower Than A Level,60-70%,0,120,N,85.0,2.0238095238095237,Fail
2639,BBB,2013J,242149,F,North Western Region,Lower Than A Level,0-10%,1,120,N,44.0,2.75,Fail
2640,BBB,2013J,242893,F,Yorkshire Region,No Formal quals,30-40%,1,60,N,464.0,3.8666666666666667,Withdrawn
2641,BBB,2013J,243047,M,Yorkshire Region,HE Qualification,0-10%,0,120,N,,,Withdrawn
2642,BBB,2013J,243851,F,East Midlands Region,A Level or Equivalent,0-10%,0,60,Y,1060.0,2.145748987854251,Pass
2643,BBB,2013J,243909,F,South West Region,Lower Than A Level,80-90%,0,60,N,42.0,2.1,Fail
2644,BBB,2013J,243992,F,South Region,HE Qualification,80-90%,0,60,N,236.0,2.2264150943396226,Pass
2645,BBB,2013J,244917,F,London Region,Lower Than A Level,20-30%,0,60,N,,,Withdrawn
2646,BBB,2013J,245987,F,South Region,A Level or Equivalent,80-90%,1,60,Y,140.0,2.2580645161290325,Pass
2647,BBB,2013J,247902,F,West Midlands Region,Lower Than A Level,20-30%,2,120,N,535.0,2.266949152542373,Pass
2648,BBB,2013J,248653,M,London Region,A Level or Equivalent,40-50%,0,120,N,1079.0,3.32,Distinction
2649,BBB,2013J,248716,F,North Region,HE Qualification,80-90%,0,60,N,672.0,2.2474916387959865,Pass
2650,BBB,2013J,248800,F,West Midlands Region,Lower Than A Level,0-10%,2,60,Y,92.0,2.4210526315789473,Withdrawn
2651,BBB,2013J,251815,F,Wales,Lower Than A Level,10-20,1,90,Y,84.0,2.5454545454545454,Fail
2652,BBB,2013J,252257,F,East Midlands Region,A Level or Equivalent,10-20,0,60,N,405.0,2.2010869565217392,Pass
2653,BBB,2013J,252652,F,London Region,A Level or Equivalent,50-60%,1,120,N,285.0,1.952054794520548,Withdrawn
2654,BBB,2013J,253577,F,Scotland,HE Qualification,20-30%,0,60,N,2702.0,4.261829652996846,Pass
2655,BBB,2013J,256998,F,East Midlands Region,Lower Than A Level,0-10%,1,60,N,303.0,2.164285714285714,Pass
2656,BBB,2013J,258035,F,North Western Region,HE Qualification,80-90%,0,60,N,1948.0,2.7282913165266107,Distinction
2657,BBB,2013J,259182,M,East Midlands Region,Lower Than A Level,40-50%,2,120,N,,,Withdrawn
2658,BBB,2013J,260179,F,Scotland,Lower Than A Level,30-40%,1,60,N,164.0,2.484848484848485,Pass
2659,BBB,2013J,261332,M,North Western Region,Lower Than A Level,50-60%,0,60,Y,262.0,1.9124087591240877,Fail
2660,BBB,2013J,261466,F,London Region,A Level or Equivalent,30-40%,0,60,N,1965.0,4.769417475728155,Pass
2661,BBB,2013J,262639,F,London Region,Lower Than A Level,10-20,0,60,N,453.0,2.265,Pass
2662,BBB,2013J,264152,F,Wales,A Level or Equivalent,30-40%,1,120,N,3454.0,4.156438026474127,Pass
2663,BBB,2013J,264744,F,West Midlands Region,A Level or Equivalent,90-100%,0,120,N,334.0,2.4558823529411766,Pass
2664,BBB,2013J,264842,F,South West Region,Lower Than A Level,70-80%,0,120,Y,,,Withdrawn
2665,BBB,2013J,265170,F,Wales,A Level or Equivalent,40-50%,0,60,N,485.0,2.7247191011235956,Fail
2666,BBB,2013J,266331,F,Scotland,A Level or Equivalent,90-100%,0,90,N,1113.0,2.7146341463414636,Distinction
2667,BBB,2013J,266564,F,South Region,A Level or Equivalent,80-90%,0,120,N,457.0,2.3316326530612246,Pass
2668,BBB,2013J,266744,F,South West Region,A Level or Equivalent,30-40%,0,240,N,350.0,2.046783625730994,Withdrawn
2669,BBB,2013J,268589,F,London Region,A Level or Equivalent,10-20,0,90,Y,2822.0,3.554156171284635,Pass
2670,BBB,2013J,269082,F,South East Region,HE Qualification,90-100%,2,60,N,2182.0,2.5109321058688145,Distinction
2671,BBB,2013J,269204,F,South Region,Lower Than A Level,90-100%,0,60,N,1751.0,2.6732824427480915,Pass
2672,BBB,2013J,270646,F,East Anglian Region,Lower Than A Level,90-100%,0,90,N,190.0,2.1839080459770117,Pass
2673,BBB,2013J,271346,F,East Anglian Region,A Level or Equivalent,90-100%,1,150,N,195.0,2.9545454545454546,Withdrawn
2674,BBB,2013J,272172,F,North Western Region,A Level or Equivalent,0-10%,1,60,N,242.0,2.372549019607843,Fail
2675,BBB,2013J,272617,F,East Midlands Region,Lower Than A Level,20-30%,2,60,Y,26.0,1.8571428571428572,Withdrawn
2676,BBB,2013J,274247,F,South Region,Lower Than A Level,0-10%,1,60,Y,202.0,2.3488372093023258,Fail
2677,BBB,2013J,274577,F,South West Region,Lower Than A Level,60-70%,1,60,N,,,Withdrawn
2678,BBB,2013J,274971,F,Ireland,Lower Than A Level,80-90%,0,75,N,580.0,2.6484018264840183,Pass
2679,BBB,2013J,276925,F,Wales,A Level or Equivalent,70-80%,0,60,N,495.0,2.219730941704036,Withdrawn
2680,BBB,2013J,277537,M,North Western Region,Lower Than A Level,30-40%,0,60,N,538.0,8.966666666666667,Fail
2681,BBB,2013J,277812,F,South East Region,HE Qualification,90-100%,0,60,N,1343.0,3.2916666666666665,Distinction
2682,BBB,2013J,278272,M,East Anglian Region,HE Qualification,20-30%,1,120,N,274.0,1.8767123287671232,Fail
2683,BBB,2013J,278773,F,East Midlands Region,A Level or Equivalent,90-100%,0,120,N,,,Withdrawn
2684,BBB,2013J,278794,F,South West Region,A Level or Equivalent,20-30%,1,60,Y,523.0,2.197478991596639,Pass
2685,BBB,2013J,280140,F,Scotland,Lower Than A Level,40-50%,2,60,Y,107.0,2.5476190476190474,Fail
2686,BBB,2013J,280151,F,London Region,A Level or Equivalent,10-20,0,210,Y,71.0,2.21875,Fail
2687,BBB,2013J,280439,F,Yorkshire Region,A Level or Equivalent,10-20,0,120,N,,,Withdrawn
2688,BBB,2013J,282038,F,North Western Region,Lower Than A Level,70-80%,0,120,N,187.0,2.9682539682539684,Withdrawn
2689,BBB,2013J,282785,F,Ireland,Lower Than A Level,50-60%,1,60,N,74.0,2.740740740740741,Withdrawn
2690,BBB,2013J,284906,F,East Midlands Region,A Level or Equivalent,70-80%,2,60,N,405.0,1.975609756097561,Pass
2691,BBB,2013J,285050,M,North Western Region,HE Qualification,0-10%,1,180,N,370.0,1.770334928229665,Fail
2692,BBB,2013J,286402,F,Yorkshire Region,A Level or Equivalent,70-80%,0,60,N,1669.0,2.555895865237366,Distinction
2693,BBB,2013J,286690,F,Wales,Lower Than A Level,70-80%,2,60,N,237.0,2.6043956043956045,Fail
2694,BBB,2013J,287107,F,North Western Region,A Level or Equivalent,0-10%,0,60,N,4822.0,4.222416812609457,Distinction
2695,BBB,2013J,287309,F,South West Region,Lower Than A Level,40-50%,2,120,N,648.0,2.219178082191781,Pass
2696,BBB,2013J,287679,F,Wales,A Level or Equivalent,60-70%,0,60,N,1293.0,3.332474226804124,Pass
2697,BBB,2013J,289753,F,West Midlands Region,A Level or Equivalent,20-30%,0,210,Y,239.0,2.212962962962963,Withdrawn
2698,BBB,2013J,289965,F,Wales,A Level or Equivalent,0-10%,1,60,N,108.0,2.4545454545454546,Fail
2699,BBB,2013J,290089,M,London Region,Lower Than A Level,40-50%,0,120,N,1260.0,2.1283783783783785,Distinction
2700,BBB,2013J,291544,F,South East Region,Lower Than A Level,80-90%,0,60,Y,628.0,2.5950413223140494,Distinction
2701,BBB,2013J,292537,F,South Region,Lower Than A Level,50-60%,0,60,N,339.0,2.1055900621118013,Pass
2702,BBB,2013J,293712,F,East Midlands Region,A Level or Equivalent,40-50%,0,60,N,466.0,2.478723404255319,Distinction
2703,BBB,2013J,293754,M,North Region,Lower Than A Level,,0,60,N,990.0,2.2758620689655173,Distinction
2704,BBB,2013J,293760,F,Ireland,Lower Than A Level,30-40%,1,120,N,157.0,2.242857142857143,Pass
2705,BBB,2013J,299561,F,South Region,A Level or Equivalent,40-50%,2,60,Y,,,Withdrawn
2706,BBB,2013J,301583,F,Yorkshire Region,A Level or Equivalent,0-10%,1,60,N,399.0,3.5945945945945947,Fail
