,code_module,code_presentation,region,highest_education,imd_band,num_of_prev_attempts,studied_credits,disability,final_result
4438,BBB,2013J,Scotland,HE Qualification,30-40%,0,60,N,Fail
4439,BBB,2013J,Scotland,HE Qualification,0-10%,0,60,N,Distinction
4440,BBB,2013J,Scotland,HE Qualification,90-100%,0,60,N,Pass
4441,BBB,2013J,Scotland,HE Qualification,80-90%,0,60,N,Pass
4442,BBB,2013J,Scotland,A Level or Equivalent,70-80%,0,60,N,Pass
4443,BBB,2013J,Scotland,Lower Than A Level,20-30%,0,60,N,Fail
4444,BBB,2013J,Scotland,Lower Than A Level,80-90%,0,60,N,Withdrawn
4445,BBB,2013J,Scotland,A Level or Equivalent,20-30%,0,60,N,Pass
4446,BBB,2013J,Scotland,A Level or Equivalent,10-20,0,60,N,Pass
4447,BBB,2013J,Scotland,HE Qualification,30-40%,0,120,N,Withdrawn
4448,BBB,2013J,East Anglian Region,No Formal quals,10-20,0,60,N,Fail
4449,BBB,2013J,London Region,A Level or Equivalent,0-10%,0,60,N,Distinction
4450,BBB,2013J,Ireland,A Level or Equivalent,0-10%,1,60,N,Pass
4451,BBB,2013J,Ireland,A Level or Equivalent,,0,60,N,Fail
4452,BBB,2013J,South West Region,HE Qualification,70-80%,0,60,N,Pass
4453,BBB,2013J,London Region,Lower Than A Level,20-30%,0,60,N,Pass
4454,BBB,2013J,London Region,Lower Than A Level,10-20,0,60,N,Withdrawn
4455,BBB,2013J,Wales,A Level or Equivalent,30-40%,0,60,N,Fail
4456,BBB,2013J,Wales,A Level or Equivalent,0-10%,0,60,N,Pass
4457,BBB,2013J,East Anglian Region,A Level or Equivalent,90-100%,0,120,Y,Withdrawn
4458,BBB,2013J,East Anglian Region,A Level or Equivalent,50-60%,0,60,N,Pass
4459,BBB,2013J,South West Region,Lower Than A Level,60-70%,0,120,N,Fail
4460,BBB,2013J,Wales,A Level or Equivalent,60-70%,0,60,N,Pass
4461,BBB,2013J,Wales,Lower Than A Level,90-100%,0,60,N,Fail
4462,BBB,2013J,Wales,Lower Than A Level,40-50%,0,60,N,Fail
4463,BBB,2013J,Wales,Lower Than A Level,80-90%,0,60,N,Fail
4464,BBB,2013J,East Anglian Region,A Level or Equivalent,90-100%,0,60,N,Pass
4465,BBB,2013J,Wales,No Formal quals,30-40%,0,60,N,Withdrawn
4466,BBB,2013J,East Anglian Region,HE Qualification,80-90%,0,60,N,Distinction
4467,BBB,2013J,Wales,A Level or Equivalent,40-50%,0,60,N,Fail
4468,BBB,2013J,Wales,HE Qualification,90-100%,0,60,N,Pass
4469,BBB,2013J,Wales,No Formal quals,0-10%,0,60,N,Withdrawn
4470,BBB,2013J,Wales,HE Qualification,10-20,0,60,N,Fail
4471,BBB,2013J,Wales,A Level or Equivalent,0-10%,0,60,N,Fail
4472,BBB,2013J,East Midlands Region,A Level or Equivalent,0-10%,0,120,N,Fail
4473,BBB,2013J,North Western Region,A Level or Equivalent,10-20,0,120,N,Withdrawn
4474,BBB,2013J,Wales,A Level or Equivalent,40-50%,0,120,N,Withdrawn
4475,BBB,2013J,Wales,A Level or Equivalent,80-90%,0,60,N,Fail
4476,BBB,2013J,West Midlands Region,A Level or Equivalent,80-90%,0,60,N,Pass
4477,BBB,2013J,Wales,A Level or Equivalent,60-70%,0,60,N,Fail
4478,BBB,2013J,South Region,A Level or Equivalent,70-80%,0,60,N,Pass
4479,BBB,2013J,South Region,A Level or Equivalent,50-60%,0,60,N,Pass
4480,BBB,2013J,Wales,Lower Than A Level,60-70%,0,60,N,Pass
4481,BBB,2013J,North Western Region,Lower Than A Level,30-40%,0,120,Y,Withdrawn
4482,BBB,2013J,Wales,A Level or Equivalent,70-80%,0,60,N,Fail
4483,BBB,2013J,Wales,HE Qualification,30-40%,0,60,N,Fail
4484,BBB,2013J,Wales,HE Qualification,70-80%,0,60,N,Pass
4485,BBB,2013J,Wales,No Formal quals,10-20,0,60,N,Fail
4486,BBB,2013J,North Western Region,Lower Than A Level,30-40%,0,60,N,Fail
4487,BBB,2013J,West Midlands Region,A Level or Equivalent,30-40%,0,60,N,Pass
4488,BBB,2013J,North Western Region,A Level or Equivalent,20-30%,0,120,N,Fail
4489,BBB,2013J,East Midlands Region,A Level or Equivalent,80-90%,0,60,N,Distinction
4490,BBB,2013J,Wales,Lower Than A Level,90-100%,0,60,N,Withdrawn
4491,BBB,2013J,East Midlands Region,A Level or Equivalent,40-50%,0,120,N,Distinction
4492,BBB,2013J,Scotland,Lower Than A Level,30-40%,0,60,N,Pass
4493,BBB,2013J,Ireland,Lower Than A Level,60-70%,0,60,N,Pass
4494,BBB,2013J,Ireland,A Level or Equivalent,80-90%,0,60,N,Pass
4495,BBB,2013J,Scotland,A Level or Equivalent,90-100%,0,75,N,Withdrawn
4496,BBB,2013J,Scotland,A Level or Equivalent,50-60%,0,60,N,Pass
4497,BBB,2013J,Yorkshire Region,Lower Than A Level,70-80%,0,180,N,Pass
4498,BBB,2013J,South East Region,A Level or Equivalent,10-20,0,60,N,Pass
4499,BBB,2013J,South East Region,Lower Than A Level,20-30%,0,60,N,Pass
4500,BBB,2013J,South East Region,A Level or Equivalent,30-40%,0,60,N,Pass
4501,BBB,2013J,South East Region,A Level or Equivalent,40-50%,0,60,N,Pass
4502,BBB,2013J,Ireland,A Level or Equivalent,60-70%,0,60,N,Pass
4503,BBB,2013J,Ireland,A Level or Equivalent,10-20,0,60,N,Distinction
4504,BBB,2013J,Ireland,A Level or Equivalent,0-10%,0,60,N,Pass
4505,BBB,2013J,South East Region,HE Qualification,90-100%,0,120,N,Distinction
4506,BBB,2013J,South East Region,HE Qualification,30-40%,0,120,N,Distinction
4507,BBB,2013J,South East Region,HE Qualification,90-100%,0,120,N,Distinction
4508,BBB,2013J,Yorkshire Region,Lower Than A Level,50-60%,0,120,N,Pass
4509,BBB,2013J,North Region,HE Qualification,80-90%,0,120,N,Pass
4510,BBB,2013J,Ireland,Lower Than A Level,30-40%,0,60,N,Pass
4511,BBB,2013J,Ireland,Lower Than A Level,0-10%,0,60,N,Fail
4512,BBB,2013J,Ireland,Lower Than A Level,70-80%,0,60,N,Pass
4513,BBB,2013J,Ireland,A Level or Equivalent,10-20,0,60,N,Withdrawn
4514,BBB,2013J,Ireland,A Level or Equivalent,40-50%,0,60,N,Distinction
4515,BBB,2013J,Ireland,A Level or Equivalent,40-50%,0,120,N,Withdrawn
4516,BBB,2013J,Ireland,A Level or Equivalent,40-50%,0,60,N,Distinction
4517,BBB,2013J,Scotland,Lower Than A Level,30-40%,0,60,N,Pass
4518,BBB,2013J,Scotland,A Level or Equivalent,60-70%,0,60,N,Pass
4519,BBB,2013J,Ireland,A Level or Equivalent,40-50%,0,60,N,Fail
4520,BBB,2013J,Ireland,A Level or Equivalent,50-60%,0,60,N,Withdrawn
4521,BBB,2013J,Ireland,A Level or Equivalent,20-30%,0,60,N,Pass
4522,BBB,2013J,Ireland,Lower Than A Level,20-30%,0,60,N,Withdrawn
4523,BBB,2013J,Ireland,Lower Than A Level,20-30%,0,60,N,Pass
4524,BBB,2013J,Ireland,A Level or Equivalent,0-10%,0,120,Y,Withdrawn
4525,BBB,2013J,Ireland,Lower Than A Level,30-40%,0,60,N,Pass
4526,BBB,2013J,Ireland,HE Qualification,60-70%,0,60,N,Distinction
4527,BBB,2013J,Ireland,A Level or Equivalent,50-60%,0,60,N,Pass
4528,BBB,2013J,Ireland,Lower Than A Level,40-50%,0,60,N,Withdrawn
4529,BBB,2013J,Ireland,Lower Than A Level,20-30%,0,60,N,Pass
4530,BBB,2013J,Ireland,HE Qualification,80-90%,0,60,N,Withdrawn
4531,BBB,2013J,East Anglian Region,A Level or Equivalent,40-50%,0,60,N,Pass
4532,BBB,2013J,East Anglian Region,A Level or Equivalent,0-10%,0,60,N,Pass
4533,BBB,2013J,South East Region,HE Qualification,70-80%,0,120,N,Distinction
4534,BBB,2013J,South East Region,HE Qualification,30-40%,0,120,N,Pass
4535,BBB,2013J,Wales,A Level or Equivalent,40-50%,0,60,N,Pass
4536,BBB,2013J,Wales,A Level or Equivalent,40-50%,0,60,N,Pass
4537,BBB,2013J,Wales,Lower Than A Level,30-40%,0,60,N,Withdrawn
4538,BBB,2013J,Wales,A Level or Equivalent,70-80%,0,60,N,Pass
4539,BBB,2013J,North Western Region,HE Qualification,80-90%,0,60,N,Fail
4540,BBB,2013J,East Anglian Region,Post Graduate Qualification,90-100%,0,180,N,Distinction
4541,BBB,2013J,Yorkshire Region,A Level or Equivalent,70-80%,0,120,N,Distinction
4542,BBB,2013J,Yorkshire Region,A Level or Equivalent,90-100%,0,120,N,Pass
4543,BBB,2013J,East Midlands Region,HE Qualification,20-30%,0,120,N,Distinction
4544,BBB,2013J,West Midlands Region,HE Qualification,60-70%,0,120,N,Withdrawn
4545,BBB,2013J,Wales,A Level or Equivalent,40-50%,0,120,N,Pass
4546,BBB,2013J,Yorkshire Region,A Level or Equivalent,80-90%,0,60,N,Fail
4547,BBB,2013J,East Midlands Region,A Level or Equivalent,40-50%,0,120,N,Pass
4548,BBB,2013J,Wales,HE Qualification,30-40%,0,60,N,Pass
4549,BBB,2013J,East Midlands Region,A Level or Equivalent,0-10%,0,120,N,Pass
4550,BBB,2013J,Ireland,HE Qualification,70-80%,0,60,N,Pass
4551,BBB,2013J,East Anglian Region,HE Qualification,40-50%,0,60,N,Pass
4552,BBB,2013J,South West Region,HE Qualification,40-50%,0,120,Y,Fail
4553,BBB,2013J,East Midlands Region,A Level or Equivalent,40-50%,0,60,N,Pass
4554,BBB,2013J,South East Region,HE Qualification,70-80%,0,120,N,Distinction
4555,BBB,2013J,South Region,A Level or Equivalent,60-70%,0,60,N,Distinction
4556,BBB,2013J,Wales,Lower Than A Level,70-80%,0,60,N,Pass
4557,BBB,2013J,North Western Region,Lower Than A Level,70-80%,0,120,N,Pass
4558,BBB,2013J,West Midlands Region,Lower Than A Level,0-10%,1,180,Y,Pass
4559,BBB,2013J,Scotland,HE Qualification,80-90%,3,75,N,Withdrawn
4560,BBB,2013J,North Western Region,HE Qualification,0-10%,2,120,N,Pass
4561,BBB,2013J,Wales,Lower Than A Level,90-100%,0,60,N,Pass
4562,BBB,2013J,Wales,Lower Than A Level,70-80%,0,60,N,Pass
4563,BBB,2013J,South West Region,Lower Than A Level,40-50%,0,120,Y,Pass
4564,BBB,2013J,South Region,HE Qualification,70-80%,0,120,N,Fail
4565,BBB,2013J,West Midlands Region,Lower Than A Level,10-20,1,60,N,Pass
4566,BBB,2013J,Scotland,A Level or Equivalent,50-60%,0,150,Y,Fail
4567,BBB,2013J,North Western Region,Lower Than A Level,70-80%,0,120,N,Withdrawn
4568,BBB,2013J,South Region,Lower Than A Level,50-60%,0,60,N,Pass
4569,BBB,2013J,South Region,A Level or Equivalent,10-20,0,60,N,Distinction
4570,BBB,2013J,North Region,HE Qualification,40-50%,0,120,N,Pass
4571,BBB,2013J,East Anglian Region,A Level or Equivalent,90-100%,0,120,N,Pass
4572,BBB,2013J,Wales,A Level or Equivalent,90-100%,0,60,N,Distinction
4573,BBB,2013J,Ireland,Lower Than A Level,40-50%,0,60,N,Pass
4574,BBB,2013J,East Midlands Region,Lower Than A Level,10-20,0,120,N,Withdrawn
4575,BBB,2013J,West Midlands Region,Lower Than A Level,80-90%,1,60,N,Withdrawn
4576,BBB,2013J,South East Region,Lower Than A Level,60-70%,0,60,Y,Pass
4577,BBB,2013J,London Region,Lower Than A Level,10-20,0,60,N,Fail
4578,BBB,2013J,South West Region,Lower Than A Level,40-50%,0,60,N,Pass
4579,BBB,2013J,South West Region,Lower Than A Level,40-50%,0,120,N,Withdrawn
4580,BBB,2013J,South Region,A Level or Equivalent,60-70%,1,60,N,Distinction
4581,BBB,2013J,South East Region,A Level or Equivalent,70-80%,0,60,N,Distinction
4582,BBB,2013J,West Midlands Region,Lower Than A Level,60-70%,1,60,N,Pass
4583,BBB,2013J,Scotland,A Level or Equivalent,80-90%,0,60,N,Pass
4584,BBB,2013J,London Region,Lower Than A Level,60-70%,0,90,N,Withdrawn
4585,BBB,2013J,West Midlands Region,Lower Than A Level,40-50%,0,60,N,Withdrawn
4586,BBB,2013J,Scotland,Lower Than A Level,30-40%,2,60,Y,Distinction
4587,BBB,2013J,East Anglian Region,A Level or Equivalent,80-90%,0,60,N,Distinction
4588,BBB,2013J,East Anglian Region,Lower Than A Level,70-80%,0,60,N,Pass
4589,BBB,2013J,West Midlands Region,No Formal quals,0-10%,0,60,N,Fail
4590,BBB,2013J,Yorkshire Region,A Level or Equivalent,60-70%,0,90,N,Withdrawn
4591,BBB,2013J,Scotland,Lower Than A Level,40-50%,3,120,N,Fail
4592,BBB,2013J,West Midlands Region,Lower Than A Level,0-10%,4,60,Y,Withdrawn
4593,BBB,2013J,Wales,A Level or Equivalent,30-40%,0,60,N,Fail
4594,BBB,2013J,South Region,A Level or Equivalent,40-50%,0,60,Y,Pass
4595,BBB,2013J,South West Region,A Level or Equivalent,40-50%,0,120,N,Pass
4596,BBB,2013J,Scotland,Lower Than A Level,50-60%,0,60,N,Pass
4597,BBB,2013J,Wales,A Level or Equivalent,90-100%,0,60,N,Withdrawn
4598,BBB,2013J,South Region,A Level or Equivalent,90-100%,0,120,N,Withdrawn
4599,BBB,2013J,London Region,Lower Than A Level,30-40%,5,60,N,Withdrawn
4600,BBB,2013J,West Midlands Region,Lower Than A Level,0-10%,0,60,N,Pass
4601,BBB,2013J,London Region,Lower Than A Level,0-10%,1,60,N,Pass
4602,BBB,2013J,South West Region,Lower Than A Level,50-60%,2,60,N,Fail
4603,BBB,2013J,North Western Region,Lower Than A Level,0-10%,0,60,N,Fail
4604,BBB,2013J,East Midlands Region,Lower Than A Level,60-70%,1,60,N,Pass
4605,BBB,2013J,Scotland,HE Qualification,20-30%,0,60,N,Pass
4606,BBB,2013J,South Region,Lower Than A Level,0-10%,0,60,Y,Withdrawn
4607,BBB,2013J,South Region,A Level or Equivalent,80-90%,0,60,N,Withdrawn
4608,BBB,2013J,Scotland,HE Qualification,90-100%,1,75,N,Withdrawn
4609,BBB,2013J,Scotland,HE Qualification,20-30%,0,60,N,Distinction
4610,BBB,2013J,Wales,Lower Than A Level,0-10%,0,60,N,Pass
4611,BBB,2013J,South East Region,A Level or Equivalent,20-30%,1,120,N,Withdrawn
4612,BBB,2013J,Scotland,Lower Than A Level,40-50%,0,60,N,Pass
4613,BBB,2013J,South West Region,Lower Than A Level,70-80%,0,60,N,Pass
4614,BBB,2013J,Ireland,Lower Than A Level,70-80%,0,60,N,Pass
4615,BBB,2013J,North Western Region,Lower Than A Level,0-10%,0,60,N,Withdrawn
4616,BBB,2013J,Wales,Lower Than A Level,40-50%,0,120,N,Pass
4617,BBB,2013J,South East Region,A Level or Equivalent,60-70%,2,120,N,Pass
4618,BBB,2013J,Ireland,Lower Than A Level,50-60%,0,60,N,Pass
4619,BBB,2013J,Wales,A Level or Equivalent,50-60%,1,120,N,Fail
4620,BBB,2013J,South West Region,Lower Than A Level,30-40%,0,60,N,Fail
4621,BBB,2013J,West Midlands Region,A Level or Equivalent,20-30%,0,120,N,Pass
4622,BBB,2013J,Yorkshire Region,HE Qualification,0-10%,0,60,N,Withdrawn
4623,BBB,2013J,South Region,Lower Than A Level,30-40%,0,60,N,Pass
4624,BBB,2013J,South Region,Lower Than A Level,40-50%,0,60,N,Fail
4625,BBB,2013J,Yorkshire Region,A Level or Equivalent,60-70%,0,60,N,Pass
4626,BBB,2013J,South West Region,A Level or Equivalent,30-40%,0,120,N,Distinction
4627,BBB,2013J,Scotland,HE Qualification,40-50%,0,60,Y,Withdrawn
4628,BBB,2013J,Scotland,A Level or Equivalent,60-70%,0,60,N,Pass
4629,BBB,2013J,London Region,No Formal quals,50-60%,0,60,N,Fail
4630,BBB,2013J,East Midlands Region,A Level or Equivalent,10-20,1,60,N,Withdrawn
4631,BBB,2013J,London Region,Lower Than A Level,30-40%,1,120,N,Fail
4632,BBB,2013J,East Anglian Region,A Level or Equivalent,50-60%,0,60,N,Withdrawn
4633,BBB,2013J,Scotland,HE Qualification,60-70%,0,90,N,Pass
4634,BBB,2013J,South Region,Lower Than A Level,50-60%,0,60,N,Fail
4635,BBB,2013J,Yorkshire Region,Lower Than A Level,70-80%,1,60,N,Pass
4636,BBB,2013J,London Region,A Level or Equivalent,90-100%,1,120,N,Withdrawn
4637,BBB,2013J,London Region,HE Qualification,0-10%,0,60,N,Fail
4638,BBB,2013J,South Region,A Level or Equivalent,30-40%,2,60,N,Fail
4639,BBB,2013J,North Western Region,HE Qualification,50-60%,1,60,N,Fail
4640,BBB,2013J,East Midlands Region,Lower Than A Level,40-50%,0,60,N,Fail
4641,BBB,2013J,London Region,No Formal quals,20-30%,0,60,N,Fail
4642,BBB,2013J,South Region,A Level or Equivalent,40-50%,0,180,N,Pass
4643,BBB,2013J,Wales,A Level or Equivalent,0-10%,1,180,Y,Withdrawn
4644,BBB,2013J,Yorkshire Region,A Level or Equivalent,40-50%,0,60,N,Withdrawn
4645,BBB,2013J,South Region,Lower Than A Level,90-100%,0,180,Y,Withdrawn
4646,BBB,2013J,South Region,A Level or Equivalent,50-60%,5,60,N,Withdrawn
4647,BBB,2013J,South Region,A Level or Equivalent,90-100%,0,60,N,Pass
4648,BBB,2013J,South West Region,Lower Than A Level,60-70%,1,60,N,Fail
4649,BBB,2013J,London Region,A Level or Equivalent,40-50%,0,180,N,Pass
4650,BBB,2013J,Yorkshire Region,HE Qualification,0-10%,0,120,N,Withdrawn
4651,BBB,2013J,Scotland,HE Qualification,40-50%,1,180,N,Fail
4652,BBB,2013J,South Region,Lower Than A Level,90-100%,0,60,N,Withdrawn
4653,BBB,2013J,South East Region,A Level or Equivalent,60-70%,0,120,N,Distinction
4654,BBB,2013J,South East Region,Lower Than A Level,0-10%,0,60,N,Withdrawn
4655,BBB,2013J,North Western Region,A Level or Equivalent,10-20,0,120,N,Fail
4656,BBB,2013J,South East Region,Lower Than A Level,30-40%,0,60,N,Pass
4657,BBB,2013J,Scotland,Lower Than A Level,80-90%,0,60,N,Pass
4658,BBB,2013J,Yorkshire Region,Lower Than A Level,50-60%,0,120,N,Distinction
4659,BBB,2013J,Scotland,Lower Than A Level,50-60%,2,60,N,Fail
4660,BBB,2013J,East Anglian Region,A Level or Equivalent,40-50%,0,220,N,Withdrawn
4661,BBB,2013J,Ireland,A Level or Equivalent,50-60%,0,60,N,Distinction
4662,BBB,2013J,Scotland,HE Qualification,50-60%,0,60,N,Pass
4663,BBB,2013J,West Midlands Region,A Level or Equivalent,40-50%,1,60,N,Fail
4664,BBB,2013J,West Midlands Region,Lower Than A Level,0-10%,3,60,N,Withdrawn
4665,BBB,2013J,South East Region,A Level or Equivalent,90-100%,0,60,N,Distinction
4666,BBB,2013J,South East Region,Lower Than A Level,50-60%,1,60,N,Pass
4667,BBB,2013J,Ireland,A Level or Equivalent,10-20,0,60,N,Fail
4668,BBB,2013J,Yorkshire Region,Lower Than A Level,30-40%,0,60,N,Pass
4669,BBB,2013J,East Anglian Region,Lower Than A Level,50-60%,0,60,Y,Pass
4670,BBB,2013J,Scotland,HE Qualification,20-30%,0,120,N,Distinction
4671,BBB,2013J,East Anglian Region,A Level or Equivalent,40-50%,0,120,N,Pass
4672,BBB,2013J,West Midlands Region,A Level or Equivalent,50-60%,0,60,N,Pass
4673,BBB,2013J,Yorkshire Region,Lower Than A Level,40-50%,1,195,N,Fail
4674,BBB,2013J,East Anglian Region,HE Qualification,30-40%,0,180,N,Pass
4675,BBB,2013J,East Anglian Region,Lower Than A Level,50-60%,0,60,Y,Fail
4676,BBB,2013J,Scotland,Lower Than A Level,50-60%,0,180,N,Pass
4677,BBB,2013J,South East Region,Lower Than A Level,70-80%,0,60,N,Pass
4678,BBB,2013J,West Midlands Region,Lower Than A Level,10-20,0,60,N,Fail
4679,BBB,2013J,Yorkshire Region,HE Qualification,10-20,0,60,N,Pass
4680,BBB,2013J,South Region,A Level or Equivalent,60-70%,0,120,N,Pass
4681,BBB,2013J,North Western Region,Lower Than A Level,10-20,1,60,N,Fail
4682,BBB,2013J,South Region,HE Qualification,60-70%,0,60,N,Fail
4683,BBB,2013J,East Anglian Region,Lower Than A Level,60-70%,0,90,N,Pass
4684,BBB,2013J,London Region,A Level or Equivalent,60-70%,1,120,N,Pass
4685,BBB,2013J,East Midlands Region,A Level or Equivalent,20-30%,0,90,Y,Pass
4686,BBB,2013J,East Anglian Region,Lower Than A Level,30-40%,0,120,N,Withdrawn
4687,BBB,2013J,Wales,A Level or Equivalent,20-30%,0,60,N,Pass
4688,BBB,2013J,Scotland,HE Qualification,70-80%,0,75,N,Distinction
4689,BBB,2013J,Scotland,HE Qualification,20-30%,0,60,N,Distinction
4690,BBB,2013J,West Midlands Region,Lower Than A Level,0-10%,0,120,Y,Withdrawn
4691,BBB,2013J,South Region,Lower Than A Level,90-100%,0,60,N,Withdrawn
4692,BBB,2013J,Ireland,Lower Than A Level,80-90%,0,120,N,Withdrawn
4693,BBB,2013J,West Midlands Region,Lower Than A Level,90-100%,0,60,N,Withdrawn
4694,BBB,2013J,Wales,HE Qualification,0-10%,0,180,N,Withdrawn
4695,BBB,2013J,London Region,HE Qualification,0-10%,0,240,N,Withdrawn
4696,BBB,2013J,London Region,Lower Than A Level,0-10%,0,60,N,Fail
4697,BBB,2013J,Wales,Lower Than A Level,90-100%,1,60,N,Pass
4698,BBB,2013J,West Midlands Region,Lower Than A Level,30-40%,1,90,N,Withdrawn
4699,BBB,2013J,East Anglian Region,Lower Than A Level,70-80%,0,60,N,Fail
4700,BBB,2013J,London Region,Lower Than A Level,40-50%,0,120,N,Withdrawn
4701,BBB,2013J,South Region,Lower Than A Level,90-100%,0,60,N,Withdrawn
4702,BBB,2013J,West Midlands Region,Lower Than A Level,10-20,2,60,N,Fail
4703,BBB,2013J,London Region,No Formal quals,50-60%,1,60,N,Fail
4704,BBB,2013J,Scotland,Lower Than A Level,40-50%,0,60,N,Fail
4705,BBB,2013J,North Western Region,Lower Than A Level,0-10%,1,60,N,Withdrawn
4706,BBB,2013J,South West Region,A Level or Equivalent,20-30%,0,180,N,Distinction
4707,BBB,2013J,South Region,HE Qualification,40-50%,1,180,N,Distinction
4708,BBB,2013J,Wales,Lower Than A Level,0-10%,0,60,N,Fail
4709,BBB,2013J,North Western Region,Lower Than A Level,20-30%,1,60,N,Withdrawn
4710,BBB,2013J,Wales,A Level or Equivalent,10-20,0,120,N,Fail
4711,BBB,2013J,East Midlands Region,Lower Than A Level,70-80%,0,60,N,Pass
4712,BBB,2013J,West Midlands Region,HE Qualification,60-70%,0,60,N,Withdrawn
4713,BBB,2013J,South West Region,Lower Than A Level,50-60%,0,60,N,Pass
4714,BBB,2013J,West Midlands Region,A Level or Equivalent,50-60%,0,180,N,Pass
4715,BBB,2013J,Yorkshire Region,Lower Than A Level,10-20,0,60,N,Fail
4716,BBB,2013J,North Western Region,A Level or Equivalent,60-70%,0,60,N,Withdrawn
4717,BBB,2013J,West Midlands Region,A Level or Equivalent,0-10%,0,60,N,Fail
4718,BBB,2013J,Yorkshire Region,Lower Than A Level,60-70%,0,120,N,Pass
4719,BBB,2013J,South West Region,Lower Than A Level,0-10%,2,60,N,Fail
4720,BBB,2013J,London Region,HE Qualification,30-40%,1,60,N,Withdrawn
4721,BBB,2013J,London Region,Lower Than A Level,10-20,0,60,N,Fail
4722,BBB,2013J,East Anglian Region,Lower Than A Level,50-60%,1,60,Y,Pass
4723,BBB,2013J,Scotland,A Level or Equivalent,0-10%,1,165,Y,Pass
4724,BBB,2013J,Yorkshire Region,A Level or Equivalent,60-70%,0,120,N,Pass
4725,BBB,2013J,North Region,HE Qualification,0-10%,4,240,N,Withdrawn
4726,BBB,2013J,East Midlands Region,Lower Than A Level,90-100%,2,60,N,Pass
4727,BBB,2013J,London Region,A Level or Equivalent,10-20,1,90,N,Pass
4728,BBB,2013J,Ireland,A Level or Equivalent,50-60%,0,60,N,Pass
4729,BBB,2013J,Wales,A Level or Equivalent,70-80%,0,60,N,Pass
4730,BBB,2013J,Scotland,A Level or Equivalent,60-70%,0,60,N,Distinction
4731,BBB,2013J,Scotland,Lower Than A Level,40-50%,0,60,N,Withdrawn
4732,BBB,2013J,South East Region,A Level or Equivalent,60-70%,0,120,Y,Withdrawn
4733,BBB,2013J,Yorkshire Region,A Level or Equivalent,30-40%,0,60,N,Fail
4734,BBB,2013J,East Anglian Region,Lower Than A Level,20-30%,0,180,N,Withdrawn
4735,BBB,2013J,East Anglian Region,A Level or Equivalent,60-70%,0,150,Y,Fail
4736,BBB,2013J,East Midlands Region,Lower Than A Level,0-10%,0,120,N,Withdrawn
4737,BBB,2013J,South Region,A Level or Equivalent,30-40%,0,60,N,Pass
4738,BBB,2013J,South Region,A Level or Equivalent,60-70%,0,120,N,Distinction
4739,BBB,2013J,South East Region,Lower Than A Level,30-40%,0,120,N,Pass
4740,BBB,2013J,South West Region,A Level or Equivalent,90-100%,0,120,N,Withdrawn
4741,BBB,2013J,South East Region,Lower Than A Level,20-30%,1,60,N,Fail
4742,BBB,2013J,East Anglian Region,Lower Than A Level,30-40%,3,120,Y,Withdrawn
4743,BBB,2013J,North Western Region,Lower Than A Level,30-40%,0,60,N,Fail
4744,BBB,2013J,East Anglian Region,Lower Than A Level,50-60%,0,60,N,Fail
4745,BBB,2013J,London Region,A Level or Equivalent,60-70%,0,120,N,Fail
4746,BBB,2013J,Scotland,HE Qualification,80-90%,0,60,N,Pass
4747,BBB,2013J,South Region,Lower Than A Level,50-60%,0,60,Y,Distinction
4748,BBB,2013J,Yorkshire Region,A Level or Equivalent,50-60%,2,75,N,Withdrawn
4749,BBB,2013J,Yorkshire Region,Lower Than A Level,0-10%,0,120,N,Pass
4750,BBB,2013J,North Region,Lower Than A Level,0-10%,0,60,N,Fail
4751,BBB,2013J,London Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
4752,BBB,2014B,Scotland,Lower Than A Level,20-30%,1,120,N,Withdrawn
4753,BBB,2014B,London Region,A Level or Equivalent,20-30%,2,60,N,Withdrawn
4754,BBB,2014B,Scotland,Lower Than A Level,0-10%,4,120,Y,Fail
4755,BBB,2014B,East Midlands Region,A Level or Equivalent,10-20,0,60,N,Fail
4756,BBB,2014B,Scotland,A Level or Equivalent,30-40%,0,90,N,Fail
4757,BBB,2014B,Scotland,Lower Than A Level,70-80%,1,60,N,Fail
4758,BBB,2014B,Wales,Lower Than A Level,10-20,0,120,N,Fail
4759,BBB,2014B,Wales,HE Qualification,40-50%,0,120,N,Distinction
4760,BBB,2014B,East Anglian Region,Lower Than A Level,60-70%,1,60,N,Pass
4761,BBB,2014B,South Region,HE Qualification,60-70%,0,120,N,Pass
4762,BBB,2014B,South East Region,Lower Than A Level,80-90%,0,60,Y,Distinction
4763,BBB,2014B,West Midlands Region,Lower Than A Level,0-10%,2,60,Y,Pass
4764,BBB,2014B,East Anglian Region,A Level or Equivalent,60-70%,0,120,Y,Distinction
4765,BBB,2014B,North Western Region,Lower Than A Level,0-10%,0,150,Y,Withdrawn
4766,BBB,2014B,North Western Region,Lower Than A Level,0-10%,1,120,Y,Withdrawn
4767,BBB,2014B,North Region,Lower Than A Level,0-10%,2,120,N,Fail
4768,BBB,2014B,South West Region,Lower Than A Level,30-40%,0,60,N,Fail
4769,BBB,2014B,Wales,Lower Than A Level,30-40%,0,60,Y,Withdrawn
4770,BBB,2014B,Wales,Lower Than A Level,50-60%,2,60,N,Pass
4771,BBB,2014B,South East Region,A Level or Equivalent,70-80%,1,120,N,Distinction
4772,BBB,2014B,Wales,HE Qualification,20-30%,0,60,N,Pass
4773,BBB,2014B,East Anglian Region,Lower Than A Level,60-70%,2,120,N,Withdrawn
